OBJECTID,musym,muname,mukind,mustatus,muacres,mapunitlfw_l,mapunitlfw_r,mapunitlfw_h,mapunitpfa_l,mapunitpfa_r,mapunitpfa_h,farmlndcl,muhelcl,muwathelcl,muwndhelcl,interpfocus,invesintens,iacornsr,nhiforsoigrp,nhspiagr,vtsepticsyscl,mucertstat,lkey,mukey
1846,10D,"Bocker-Bridgecreek complex, 1 to 15 percent slopes",Complex,,9822,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64422
1847,110A,"Veazie cobbly loam, 0 to 3 percent slopes",Consociation,,1589,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64423
1848,111A,"Vitrandepts, 0 to 5 percent slopes",Consociation,,1804,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64424
1849,112B,"Waha silty clay loam, 1 to 12 percent slopes",Consociation,,8301,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10407,64425
1850,112D,"Waha silty clay loam, 12 to 25 percent slopes",Consociation,,11672,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64426
1851,112E,"Waha silty clay loam, 25 to 40 percent slopes",Consociation,,2151,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64427
1852,113D,"Waha-Rockly complex, 2 to 20 percent slopes",Complex,,15570,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64428
1853,114B,"Walla Walla silt loam, 1 to 7 percent slopes",Consociation,,107499,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64429
1854,114C,"Walla Walla silt loam, 7 to 12 percent slopes",Consociation,,37552,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64430
1855,115D,"Walla Walla silt loam, 12 to 25 percent north slopes",Consociation,,21106,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64431
1856,115E,"Walla Walla silt loam, 25 to 40 percent north slopes",Consociation,,2815,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64432
1857,116D,"Walla Walla silt loam, 12 to 25 percent south slopes",Consociation,,18747,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64433
1858,117D,"Walla Walla silt loam, 12 to 25 percent south slopes, eroded",Consociation,,2185,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64434
1859,118B,"Walla Walla silt loam, hardpan substratum, 1 to 7 percent slopes",Consociation,,5948,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64435
1860,119A,"Wanser loamy fine sand, 0 to 3 percent slopes",Consociation,,6897,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64436
1861,11F,"Bowlus-Buckcreek association, 40 to 70 percent slopes",Association,,12123,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64437
1862,120C,"Wanser-Quincy complex, 0 to 12 percent slopes",Complex,,686,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64438
1863,121B,"Willis silt loam, 2 to 7 percent slopes",Consociation,,627,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64439
1864,121C,"Willis silt loam, 7 to 12 percent slopes",Consociation,,228,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64440
1865,121D,"Willis silt loam, 12 to 30 percent slopes",Consociation,,532,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64441
1866,122B,"Winchester sand, 0 to 5 percent slopes",Consociation,,10351,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64442
1867,123B,"Winchester-Quinton complex, 0 to 5 percent slopes",Complex,,1396,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64443
1868,124B,"Winchester-Urban land complex, 0 to 5 percent slopes",Complex,,545,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64444
1869,125F,"Wrentham-Rock outcrop complex, 35 to 70 percent slopes",Complex,,2458,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64445
1870,126A,"Xerofluvents, 0 to 3 percent slopes",Consociation,,9075,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64446
1871,127F,"Xerollic Durorthids, 30 to 60 percent slopes",Consociation,,646,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64447
1872,128A,"Yakima silt loam, 0 to 3 percent slopes",Consociation,,4039,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64448
1873,129A,"Yakima-Urban land complex, 0 to 3 percent slopes",Complex,,651,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64449
1874,12C,"Bridgecreek silt loam, 1 to 12 percent slopes",Consociation,,16169,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64450
1875,12E,"Bridgecreek silt loam, 12 to 35 percent slopes",Consociation,,922,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64451
1876,13F,"Buckcreek-Gwin association, 45 to 70 percent slopes",Association,,30270,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64452
1877,14B,"Burbank loamy fine sand, 0 to 5 percent slopes",Consociation,,8604,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64453
1878,15B,"Burke silt loam, 1 to 7 percent slopes",Consociation,,15005,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64454
1879,15C,"Burke silt loam, 7 to 12 percent slopes",Consociation,,3623,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64455
1880,15E,"Burke silt loam, 12 to 30 percent slopes",Consociation,,1985,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64456
1881,16B,"Cantala silt loam, 1 to 7 percent slopes",Consociation,,275,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64457
1882,16C,"Cantala silt loam, 7 to 12 percent slopes",Consociation,,932,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64458
1883,16D,"Cantala silt loam, 12 to 20 percent slopes",Consociation,,3234,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64459
1884,16E,"Cantala silt loam, 20 to 35 percent slopes",Consociation,,2165,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64460
1885,17A,"Catherine variant-Catherine silt loams, 0 to 3 percent slopes",Complex,,755,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64461
1886,18B,"Condon silt loam, 1 to 7 percent slopes",Consociation,,14576,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64462
1887,18C,"Condon silt loam, 7 to 12 percent slopes",Consociation,,15525,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64463
1888,18E,"Condon silt loam, 20 to 35 percent slopes",Consociation,,1437,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64464
1889,19D,"Condon silt loam, 12 to 20 percent north slopes",Consociation,,7594,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64465
1890,1B,"Adkins fine sandy loam, 0 to 5 percent slopes",Consociation,,22924,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64466
1891,1C,"Adkins fine sandy loam, 5 to 25 percent slopes",Consociation,,3146,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64467
1892,20D,"Condon silt loam, 12 to 20 percent south slopes",Consociation,,2077,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64468
1893,21D,"Condon-Bakeoven complex, 2 to 20 percent slopes",Complex,,11780,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64469
1894,22C,"Cowsly silt loam, 2 to 12 percent slopes",Consociation,,10131,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64470
1895,22D,"Cowsly silt loam, 12 to 20 percent slopes",Consociation,,2430,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64471
1896,23,Dune land,Consociation,,1343,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64472
1897,24B,"Ellisforde silt loam, 1 to 7 percent slopes",Consociation,,6448,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64473
1898,24C,"Ellisforde silt loam, 7 to 20 percent slopes",Consociation,,1388,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64474
1899,25C,"Ellisforde-Ellisforde, eroded complex, 1 to 20 percent slopes",Complex,,2601,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64475
1900,26E,"Entic Durochrepts, 20 to 40 percent slopes",Consociation,,1723,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64476
1901,27A,"Esquatzel silt loam, 0 to 3 percent slopes",Consociation,,2543,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64477
1902,28A,"Freewater gravelly silt loam, 0 to 3 percent slopes",Consociation,,2850,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64478
1903,29A,"Freewater very cobbly loam, 0 to 3 percent slopes",Consociation,,3643,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64479
1904,2B,"Adkins fine sandy loam, gravelly substratum, 0 to 5 percent slopes",Consociation,,2392,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64480
1905,2C,"Adkins fine sandy loam, gravelly substratum, 5 to 25 percent slopes",Consociation,,1101,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64481
1906,30A,"Freewater-Urban land complex, 0 to 3 percent slopes",Complex,,1100,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64482
1907,31B,"Gurdane silty clay loam, 0 to 7 percent slopes",Consociation,,10106,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64483
1908,31D,"Gurdane silty clay loam, 7 to 25 percent slopes",Consociation,,10068,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64484
1909,31E,"Gurdane silty clay loam, 25 to 45 percent slopes",Consociation,,8976,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64485
1910,32E,"Gurdane-Gwinly association, 20 to 40 percent slopes",Association,,22486,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64486
1911,33D,"Gurdane-Rockly complex, 2 to 20 percent slopes",Complex,,29921,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64487
1912,34F,"Gwin-Klicker-Rock outcrop complex, 30 to 70 percent slopes",Complex,,16256,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64488
1913,35F,"Gwin-Rock outcrop complex, 40 to 70 percent slopes",Complex,,93354,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64489
1914,36E,"Gwinly very cobbly silt loam, 7 to 40 percent slopes",Consociation,,21419,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64490
1915,37C,"Hankins silt loam, 2 to 15 percent slopes",Consociation,,8041,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64491
1916,37E,"Hankins silt loam, 15 to 35 percent slopes",Consociation,,2055,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64492
1917,38E,"Helter silt loam, 15 to 35 percent slopes",Consociation,,228,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64494
1918,39A,"Hermiston silt loam, 0 to 3 percent slopes",Consociation,,15471,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64495
1919,3A,"Adkins fine sandy loam, wet, 0 to 3 percent slopes",Consociation,,3774,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64496
1920,3C,"Adkins fine sandy loam, wet, 3 to 15 percent slopes",Consociation,,867,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64497
1921,40C,"Kahler silt loam, 2 to 15 percent slopes",Consociation,,706,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64498
1922,40E,"Kahler silt loam, 15 to 35 percent slopes",Consociation,,347,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64499
1923,41F,"Kahler gravelly ashy loam, granite substratum, 35 to 70 percent slopes",Consociation,,3016,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64500
1924,42A,"Kimberly fine sandy loam, 0 to 3 percent slopes",Consociation,,5326,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64501
1925,43A,"Kimberly silt loam, 0 to 3 percent slopes",Consociation,,2517,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64502
1926,44D,"Klicker ashy silt loam, 2 to 20 percent slopes",Consociation,,4193,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64503
1927,45E,"Klicker very stony ashy silt loam, 20 to 40 percent slopes",Consociation,,1234,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64504
1928,46C,"Klicker-Anatone-Bocker complex, 2 to 15 percent slopes",Complex,,27696,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64505
1929,46E,"Klicker-Anatone-Bocker complex, 15 to 35 percent slopes",Complex,,9106,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64506
1930,47B,"Koehler loamy fine sand, 0 to 5 percent slopes",Consociation,,442,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64507
1931,48E,"Lickskillet very stony loam, 7 to 40 percent slopes",Consociation,,36879,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64508
1932,49F,"Lickskillet-Nansene association, 35 to 70 percent slopes",Association,,9153,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64509
1933,4B,"Adkins-Urban land complex, 0 to 5 percent slopes",Complex,,1034,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64510
1934,50F,"Lickskillet-Rock outcrop complex, 40 to 70 percent slopes",Complex,,16693,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64511
1935,51A,"McKay silt loam, 0 to 7 percent slopes",Consociation,,12824,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64512
1936,52D,"McKay silt loam, 7 to 25 percent north slopes",Consociation,,5630,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64513
1937,53D,"McKay silt loam, 7 to 25 percent south slopes",Consociation,,1629,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64514
1938,54B,"Mikkalo silt loam, 2 to 7 percent slopes",Consociation,,7270,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64515
1939,54C,"Mikkalo silt loam, 7 to 12 percent slopes",Consociation,,5493,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64516
1940,54D,"Mikkalo silt loam, 12 to 20 percent slopes",Consociation,,2376,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64517
1941,54E,"Mikkalo silt loam, 20 to 35 percent slopes",Consociation,,1661,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64518
1942,55A,"Mondovi silt loam, 0 to 3 percent slopes",Consociation,,4818,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10407,64519
1943,56B,"Morrow silt loam, 1 to 7 percent slopes",Consociation,,24831,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64520
1944,56C,"Morrow silt loam, 7 to 12 percent slopes",Consociation,,10720,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64521
1945,56E,"Morrow silt loam, 20 to 35 percent slopes",Consociation,,5952,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64522
1946,57D,"Morrow silt loam, 12 to 20 percent north slopes",Consociation,,6271,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64523
1947,58D,"Morrow silt loam, 12 to 20 percent south slopes",Consociation,,681,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64524
1948,59D,"Morrow-Bakeoven complex, 2 to 20 percent slopes",Complex,,20664,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64525
1949,5C,"Albee-Bocker-Anatone complex, 2 to 15 percent slopes",Complex,,31773,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64526
1950,60F,"Nansene silt loam, 35 to 70 percent slopes",Consociation,,7618,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64527
1951,61A,Oliphant silt loam 0 to 3 percent slopes,Consociation,,7548,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64528
1952,61C,"Oliphant silt loam, 3 to 12 percent slopes",Consociation,,1693,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64529
1953,62C,"Oliphant silt loam, 3 to 25 percent slopes, eroded",Consociation,,1842,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64530
1954,63A,"Onyx silt loam, 0 to 3 percent slopes",Consociation,,2639,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64531
1955,64B,"Palouse silt loam, 1 to 7 percent slopes",Consociation,,5853,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10407,64532
1956,64C,"Palouse silt loam, 7 to 12 percent slopes",Consociation,,4429,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64533
1957,64D,"Palouse silt loam, 12 to 20 percent slopes",Consociation,,6355,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64534
1958,64E,"Palouse silt loam, 20 to 35 percent slopes",Consociation,,5446,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64535
1959,65A,"Pedigo loamy fine sand, 0 to 3 percent slopes",Consociation,,287,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64536
1960,66A,"Pedigo silt loam, 0 to 3 percent slopes",Consociation,,2181,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64537
1961,67B,"Pilot Rock silt loam, 1 to 7 percent slopes",Consociation,,31197,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64538
1962,67C,"Pilot Rock silt loam, 7 to 12 percent slopes",Consociation,,5531,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64539
1963,68D,"Pilot Rock silt loam, 12 to 20 percent north slopes",Consociation,,1678,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64540
1964,68E,"Pilot Rock silt loam, 20 to 40 percent north slopes",Consociation,,410,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64541
1965,69D,"Pilot Rock silt loam, 12 to 20 percent south slopes",Consociation,,2328,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64542
1966,69E,"Pilot Rock silt loam, 20 to 30 percent south slopes",Consociation,,428,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64543
1967,6B,"Anderly silt loam, 1 to 7 percent slopes",Consociation,,824,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64544
1968,6C,"Anderly silt loam, 7 to 12 percent slopes",Consociation,,5133,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64545
1969,6D,"Anderly silt loam, 12 to 20 percent slopes",Consociation,,3758,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64546
1970,6E,"Anderly silt loam, 20 to 35 percent slopes",Consociation,,1072,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64547
1971,70,"Pits, gravel",Consociation,,487,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64548
1972,71A,"Potamus gravelly loam, 0 to 2 percent slopes",Consociation,,970,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64549
1973,72A,"Powder silt loam, 0 to 3 percent slopes",Consociation,,8420,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64550
1974,73D,"Prosser silt loam, 12 to 20 percent slopes",Consociation,,523,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64551
1975,73E,"Prosser silt loam, 20 to 40 percent slopes",Consociation,,1233,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64552
1976,74B,"Quincy fine sand, 0 to 5 percent slopes",Consociation,,9348,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64553
1977,75B,"Quincy loamy fine sand, 0 to 5 percent slopes",Consociation,,15901,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64554
1978,75E,"Quincy loamy fine sand, 5 to 25 percent slopes",Consociation,,11769,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64555
1979,76B,"Quincy loamy fine sand, gravelly substratum, 0 to 5 percent slopes",Consociation,,9191,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64556
1980,77C,"Quincy loamy fine sand, 0 to 25 percent slopes, eroded",Consociation,,1482,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64557
1981,78B,"Quincy-Rock outcrop complex, 1 to 20 percent slopes",Complex,,1646,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64558
1982,79B,"Ritzville very fine sandy loam, 2 to 7 percent slopes",Consociation,,5256,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64559
1983,79C,"Ritzville very fine sandy loam, 7 to 12 percent slopes",Consociation,,4548,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64560
1984,79D,"Ritzville very fine sandy loam, 12 to 25 percent slopes",Consociation,,9108,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64561
1985,79E,"Ritzville very fine sandy loam, 25 to 50 percent slopes",Consociation,,2962,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64562
1986,7C,"Anderly-Urban land complex, 7 to 12 percent slopes",Complex,,712,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64563
1987,80B,"Ritzville silt loam, 2 to 7 percent slopes",Consociation,,34033,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64564
1988,80C,"Ritzville silt loam, 7 to 12 percent slopes",Consociation,,13402,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64565
1989,80D,"Ritzville silt loam, 12 to 25 percent slopes",Consociation,,22962,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64566
1990,81E,"Ritzville silt loam, 25 to 40 percent north slopes",Consociation,,4417,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64567
1991,82E,"Ritzville silt loam, 25 to 40 percent south slopes",Consociation,,479,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64568
1992,83C,"Ritzville-Rock outcrop complex, 0 to 25 percent slopes",Complex,,450,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64569
1993,84,Riverwash,Consociation,,520,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64570
1994,85F,"Rock outcrop-Xeric Torriorthents complex, 10 to 70 percent slopes",Complex,,2206,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64571
1995,86D,"Rockly very cobbly loam, 2 to 20 percent slopes",Consociation,,5291,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64572
1996,87B,"Sagehill fine sandy loam, 2 to 5 percent slopes",Consociation,,11945,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64573
1997,87C,"Sagehill fine sandy loam, 5 to 12 percent slopes",Consociation,,1306,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64574
1998,88B,"Shano very fine sandy loam, 2 to 7 percent slopes",Consociation,,15182,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64575
1999,88C,"Shano very fine sandy loam, 7 to 12 percent slopes",Consociation,,6093,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64576
2000,88D,"Shano very fine sandy loam, 12 to 25 percent slopes",Consociation,,6243,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64577
2001,89B,"Shano silt loam, 2 to 7 percent slopes",Consociation,,25706,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64578
2002,89C,"Shano silt loam, 7 to 12 percent slopes",Consociation,,6825,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64579
2003,89D,"Shano silt loam, 12 to 25 percent slopes",Consociation,,5584,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64580
2004,89E,"Shano silt loam, 25 to 40 percent slopes",Consociation,,663,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64581
2005,8B,"Athena silt loam, 1 to 7 percent slopes",Consociation,,45371,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10407,64582
2006,8C,"Athena silt loam, 7 to 12 percent slopes",Consociation,,9895,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64583
2007,90A,"Silvies-Winom complex, 0 to 3 percent slopes",Complex,,6013,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64584
2008,91A,"Stanfield silt loam, 0 to 3 percent slopes",Consociation,,599,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64585
2009,92A,"Stanfield silt loam, reclaimed, 0 to 3 percent slopes",Consociation,,1821,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64586
2010,93B,"Starbuck very fine sandy loam, 2 to 20 percent slopes",Consociation,,995,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64587
2011,94A,"Starbuck-Rock outcrop complex, 0 to 5 percent slopes",Complex,,3972,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64588
2012,95B,"Taunton fine sandy loam, 1 to 7 percent slopes",Consociation,,6450,,,,,,,Prime farmland if irrigated,,,,,Order 2,,,,,,10407,64589
2013,96B,"Thatuna silt loam, 1 to 7 percent slopes",Consociation,,3250,,,,,,,All areas are prime farmland,,,,,Order 2,,,,,,10407,64590
2014,96D,"Thatuna silt loam, 7 to 20 percent slopes",Consociation,,584,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64591
2015,97C,"Tolo silt loam, 3 to 15 percent slopes",Consociation,,31371,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64592
2016,97E,"Tolo silt loam, 15 to 35 percent slopes",Consociation,,11942,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64593
2017,98C,"Tolo silt loam, granite substratum, 3 to 15 percent slopes",Consociation,,1141,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64594
2018,98E,"Tolo silt loam, granite substratum, 15 to 35 percent slopes",Consociation,,1941,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64595
2019,99C,"Tolo-Kilmerque association, 3 to 15 percent slopes",Association,,793,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64596
2020,99E,"Tolo-Kilmerque association, 15 to 35 percent slopes",Association,,591,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,64597
2021,9C,"Bocker very cobbly silt loam, 2 to 12 percent slopes",Consociation,,1637,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64598
2022,W,Water,,,11252,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64599
2023,DAM,Concrete dam,Consociation,,54,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,64600
2024,0001EW,"Gulliford-Collegecreek-Bullroar complex, 0 to 5 percent slopes",Complex,,27,,,,,,,Not prime farmland,,,,,Order 2,,,,,,10407,2593830
2025,5775AO,"Syrupcreek-Limberjim complex, 0 to 15 percent slopes",Complex,,3347,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,2593953
2026,5776AO,"Limberjim-Syrupcreek complex, 0 to 15 percent slopes",Complex,,8438,,,,,,,Farmland of statewide importance,,,,,Order 2,,,,,,10407,2593954
